isrc,artist,artist_id,track_name,track_spotify_id
USSM12004756,TRAVIS SCOTT/YOUNG THUG/MIA,0Y5tJX1MQlPlqiwlOH1tJY,FRANCHISE,4jVBIpuOiMj1crqd8LoCrJ
USUV72200420,NICKI MINAJ & LIL BABY,0hCNtLu0JehylgoiP8L4Gh,DO WE HAVE A PROBLEM,1PNs0uGru3TcrA94kpyGnc
QM6P41954566,JORJA SMITH FT BURNA BOY,1CoZyIx7UvdxT5c8UkMzHd,BE HONEST,5pAbCxt9e3f81lOmjIXwzd
GBUV72300217,MAE MULLER,1BEUkE2CSUgHTLSBMZdnFB,I WROTE A SONG,0rO1zf0e7l8s7PRjchQpyn
GBK3W1901077,1975,3mIj9lX2MWuHmhNCA7LSCW,IF YOU'RE TOO SHY (LET ME KNOW),1C5utO1I8FoSIn6g1R5DAZ
GB1102201841,HEADIE ONE,6UCQYrcJ6wab6gnQ89OJFh,50S,6Ylhyp6ZL9SY7EdaRZ0k9o
QMRSZ2100337,KSI FT YUNGBLUD & POLO G,1nzgtKYFckznkcVMR3Gg4z,PATIENCE,5J5CpT6bgE6KYKk23jgp9W
GBARL1801252,MK/JONAS BLUE/BECKY HILL,1yqxFtPHKcGcv6SXZNdyT9,BACK & FORTH,2jDj7XQUhYdPrqjKubLLH1
USUM71915699,POST MALONE,246dkjvS1zLTtiykXe5h60,CIRCLES,21jGcNKet2qwijlDFuPiPb
GBARL1901278,DA BEATFREAKZ FT K&K/DBE/DENO,3Q8Ow3li2nXzZhRPHMwR7h,SELF-OBSESSED,6n5bMUstoBB10NOOWlv20k
GB2DY2200443,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,BLACK BEATLES,5NSMTglRdvEU96yrUuj6Mc
USUM72000789,EMINEM,7dGJo4pcD2V6oG8kP0tJRR,DARKNESS,5SiZJoLXp3WOl3J4C8IK0d
GB2DY2000671,BBC CHILDREN IN NEED,0ncgK0M3cEcR0n8crEHquE,STOP CRYING YOUR HEART OUT,0vJN0jvhJ5nknlcIdDdlD3
GB1102200291,JAE5 FT DAVE & BNXN,2gjtES0H90O1DtQylRghRk,PROPELLER,76Wta9a4qrATowYytNHKX4
USSM12100532,LIL NAS X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO (CALL ME BY YOUR NAME),32L05FkUrYfVlc0IwJ45ld
USSM12206231,BEYONCE,6vWDO969PvNqNYHIOW5v0m,ALIEN SUPERSTAR,1Hohk6AufHZOrrhMXZppax
GB2DY2200728,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,SHE'S NOT ANYONE,58VQMrt5md1pozhyeM3MeG
GBARL2100088,HEADIE ONE FT BURNA BOY,6UCQYrcJ6wab6gnQ89OJFh,SIBERIA,0lgUn1bN5txujF60W7YAbv
USUM72201508,MACHINE GUN KELLY/BRING ME THE,6TIYQ3jFPwQSRmorSezPxX,MAYBE,5bGRWJmCBu3iy6HJ7lRtmj
USUM71814031,KANYE WEST & LIL PUMP,5K4W6rqBFWDnAN6FQUkS6x,I LOVE IT,4S8d14HvHb70ImctNgVzQQ
QZTB52268087,LIBIANCA,7kjSuFGKhLm8b5qXoMhRkJ,PEOPLE,26b3oVLrRUaaybJulow9kz
ZZOPM2110165,CENTRAL CEE,5H4yInM5zmHqpKIoMNAx4r,OBSESSED WITH YOU,4oxGI8yyghLuMV7ybRG3kg
GBAHS1800684,RITA ORA,5CCwRZC6euC8Odo6y9X8jr,LET YOU LOVE ME,5Fla3zyOCcIRqrDoKLU0DP
GBARL2000962,BRING ME THE HORIZON/YUNGBLUD,1Ffb6ejR6Fe5IamqA5oRUF,OBEY,6MD6xpFK4cfquxRqXxqwjq
USUG11904306,NIALL HORAN,1Hsdzj7Dlq2I7tHP7501T4,NO JUDGEMENT,2sGF7DBXvL2GjkbG606m1G
GBUM71903212,JAX JONES FT ELLA HENDERSON,4Q6nIcaBED8qUel8bBx6Cr,THIS IS REAL,1pRShUtGOG6ZP5fsnw9G4h
USAT22100346,GALANTIS/GUETTA/LITTLE MIX,4sTQVOfp9vEMCemLw50sbu,HEARTBREAK ANTHEM,6204fAbKexxmfoAPv5YAow
GBAHS1800094,ANNE-MARIE,1zNqDE7qDGCsyzJwohVaoX,2002,2BgEsaKNfHUdlh97KmvFyo
USSM12200610,HARRY STYLES,6KImCVD70vtIoJWnq6nGn3,LATE NIGHT TALKING,1qEmFfgcLObUfQm0j1W2CK
GBAHS2100719,ED SHEERAN,6eUKZXaKkcviH0Ku9w2n3V,THE JOKER AND THE QUEEN,6N1K5OVVCopBjGViHs2IvP
UKXN22103133,ARZ,369T15zvlCiF4zAzdZNhQL,ALONE WITH YOU,0W7brFokN6QtGRNp32RCQP
USUYG1198481,TYGA FT OFFSET,5LHRHt1k9lMyONurDHEdrp,TASTE,5IaHrVsrferBYDm0bDyABy
GBUM71903241,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,HOME P*SSY,0m0F4N1H65Pvb9FMnISgB2
USWD11994667,IDINA MENZEL & AURORA,73Np75Wv2tju61Eo9Zw4IR,INTO THE UNKNOWN,3Z0oQ8r78OUaHvGPiDBR3W
GBARL2201770,HEADIE ONE/CADABRA/BANDOKAY,6UCQYrcJ6wab6gnQ89OJFh,CAN'T BE US,2hZ17zF5a03Ly4by80wI2M
ZZOPM2119910,CENTRAL CEE,5H4yInM5zmHqpKIoMNAx4r,DAILY DUPPY,1JeLx7sGn3LzHLwCzd6swY
USRC11800871,ZAYN,5ZsFI1h6hIdQRw2ti0hz81,LET ME,2cEmWBBlCfR9wWrY9JmTyt
QZFZ52145391,PINKPANTHERESS,78rUTD7y6Cy67W1RVzYs7t,PAIN,4S4QJfBGGrC8jRIjJHf1Ka
GBUM71906699,220 KID & GRACEY,4Euia7UzdRshy1DJOSMTcs,DON'T NEED LOVE,7uBaKZZVK0OZ6cqFGpGRXI
GBAAP9400679,EAST 17,6lOC7lwSO1ql4Gc2Y3QObY,STAY ANOTHER DAY,7MG2qDDBuA9RzLpoYvsCaD
GBLLT1904989,RSPB,2WlK3XAq4VJkLiEAnWqgIU,LET NATURE SING,00ocWFudP9Ly3wZd82z5Tp
QM6MZ1917908,BTS & HALSEY,3Nrfpe0tUJi4K4DXYWgMUX,BOY WITH LUV,4a9tbd947vo9K8Vti9JwcI
GBBKS1500217,ADELE,4dpARuHxo51G3z768sgnrY,WHEN WE WERE YOUNG,7GgWAITsYJaRM3r50rfh5w
USUM71923481,SELENA GOMEZ,0C8ZW7ezQVs4URX5aX7Kqx,RARE,7HMmFQsKsljwTw8bS7lu19
USSM12005343,21 SAVAGE/METRO BOOMIN/DRAKE,1URnnhqYAYcrqrcwql10ft,MR RIGHT NOW,4Q34FP1AT7GEl9oLgNtiWj
GBKPL2013050,CAT BURNS,6WFDpw4u23uSpon4BHvFRn,GO,4VtRHZ4tBDHaWltVAytlLY
USSM12201842,CAMILA CABELLO FT ED SHEERAN,4nDoRrQiYLoBzwC5BhVJzF,BAM BAM,0QBzMgT7NIeoCYy3sJCof1
USUM72019412,ARIANA GRANDE,66CXWjxzNUsdJxJ2JdwvnR,POSITIONS,35mvY5S1H3J2QZyna3TFe0
GBUM71800366,5 SECONDS OF SUMMER,5Rl15oVamLq7FbSb0NNBNy,YOUNGBLOOD,2iUXsYOEPhVqEBwsqP70rE
UKJM21900003,BUGZY MALONE FT AITCH,4Dokdwa3WB7ilQ2c2qvIBL,KILOS,2LA9gKY5t2kx4BY5GSy3Us
isrc,artist,4FYIy3bsaDrvC0LuW2kqzW,title,6cxOvdtoRqJSzlUYz83xek
USRC12003345,MILEY CYRUS,5YGY8feqx7naU7z4HrwZM6,HEART OF GLASS,5GK1GYXH16RdfmltogHhAk
GBAHS2200993,JOEL CORRY & BECKY HILL,6DgP9otnZw5z6daOntINxp,HISTORY,5IfHQilcjciOxJQBFCNCCN
GB1302001073,NATHAN DAWE & LITTLE MIX,2gduEC76ry33RVurAvT05p,NO TIME FOR TEARS,2Rr1INov0ckj7bLTsk9LV1
GBARL2100658,FREDO FT HEADIE ONE,3rbtPd0NcvhO2AzMfzx90z,WANDSWORTH TO BULLINGDON,4hI4KXAdfiCHOJtLkYTVLQ
QZHN32199953,CKAY,048LktY5zMnakWq7PTtFrz,LOVE NWANTITI (AH AH AH),4gvrJnKCKIPiacNsWVQwEU
ZZOPM2118749,CENTRAL CEE,5H4yInM5zmHqpKIoMNAx4r,COLD SHOULDER,3SHGPpmeK4qbxVLVGldMzl
GBAHS2001192,ANNE-MARIE/KSI/DIGITAL FARM,1zNqDE7qDGCsyzJwohVaoX,DON'T PLAY,1Go9s2K3z9NUDTVCHq8QBw
NLZ541900734,SAM FELDT FT RANI,20gsENnposVs2I4rQ5kvrf,POST MALONE,0qc4QlcCxVTGyShurEv1UU
USCM51800077,DRAKE,3TVXtAsR1Inumwj472S9r4,NICE FOR WHAT,3CA9pLiwRIGtUBiMjbZmRw
GB2DY1900071,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,KITCHEN KINGS,1RJHieKAxYz9qbREvOR5eA
QZNWR2058828,NAVOS,6YCM9JwkqdEFQSzztmh4Kb,BELIEVE ME,44xO8889yUQHn70P73NILS
GB1102300013,SWITCH DISCO & ELLA HENDERSON,4dEayBlrVBjaQOktGkmWki,REACT,1UPHCP5YeVfele4DMbdGyi
USQE91500820,ASHE,6P5NO5hzJbuOqSdyPB7SJM,MORAL OF THE STORY,2nC3QhMI9reBIOWutbU3Tj
USMC15848998,BRENDA LEE,4cPHsZM98sKzmV26wlwD2W,ROCKIN' AROUND THE CHRISTMAS TREE,2EjXfH91m7f8HiJN1yQg97
USUM71817583,BENNY BLANCO & CALVIN HARRIS,5CiGnKThu5ctn9pBxv7DGa,I FOUND YOU,1kQhi22kyluRCnIPAXtxEZ
USUG12207318,LIL YACHTY,6icQOAFXDZKsumw3YXyusw,POLAND,74loibzxXRL875X20kenvk
USUG12300779,NIALL HORAN,1Hsdzj7Dlq2I7tHP7501T4,HEAVEN,1yHVHoz6Ny29gbbWJYVnFt
GBUM72101293,YEARS & YEARS,5vBSrE1xujD2FXYRarbAXc,STARSTRUCK,2WJVFqVQ3ivhAoAQWzEzeL
UKQNW1800013,AJ TRACEY,4Xi6LSfFqv26XgP9NKN26U,LADBROKE GROVE,7AODNxFNPnKaz4hURLzw5l
USUG12101249,OLIVIA RODRIGO,1McMsnEElThX1knmY4oliG,FAVORITE CRIME,5JCoSi02qi3jJeHdZXMmR8
USSM11901941,LIL NAS X,7jVv8c5Fj3E9VhNjxT4snq,OLD TOWN ROAD,0F7FA14euOIX8KcbEturGH
RUB421901499,SAINT JHN,0H39MdGGX6dbnnQPt6NQkZ,ROSES,0zLCBJZSiELJf02ucPP9wb
GBHMU2000049,BETH PORCH,5e7T6HgLUX7hDhKSF7DFE7,YOU TAUGHT ME WHAT LOVE IS,5T3EeI1W5c7IHXIDVx33wY
GBUM72201663,CIAN DUCROT,49jTY62Cpw3RYo4dLuG43W,ALL FOR YOU,29Co9NKhOM5R9vWCrpkPPK
GBK3W2202317,1975,3mIj9lX2MWuHmhNCA7LSCW,I'M IN LOVE WITH YOU,12g9IeQzX7xECLNxz8dpb5
USSM11914962,FUTURE FT DRAKE,1RyvyyTE3xzB2ZywiAwp0i,LIFE IS GOOD,5yY9lUy8nbvjM1Uyo1Uqoc
USAT21700437,PORTUGAL THE MAN,4kI8Ie27vjvonwaB2ePh8T,FEEL IT STILL,6QgjcU0zLnzq5OrUoSZ3OK
USUM71805184,POST MALONE,246dkjvS1zLTtiykXe5h60,BETTER NOW,0uhT7YyyuEkrL2dzx4gH0g
GBARL2000186,MASTERMIND FT BANDOKAY,7cebmXLpLp4Rk2eFI00ppV,WAR,5fLvnG9XNRpQWwy8kNDTDk
USAT21811495,CARDI B,4kYSro6naA4h99UJvo89HB,MONEY,2GGMabyHXnJmjY6CXhhB2e
USUM71900881,ZEDD FT KATY PERRY,2qxJFvFYMEDqd7ui6kSAcq,365,2XWjPtKdi5sucFYtVav07d
USSM11903536,DJ KHALED/BROWN/LIL WAYNE,0QHgL1lAIqAw0HtD7YldmP,JEALOUS,6Dq8FZrvx9S28iyaKSwn9x
GB2DY2100807,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,NO COMPETITION,3meWkWgDoEQ3gmwzryxlfs
USCM51800208,DRAKE FT MICHAEL JACKSON,3TVXtAsR1Inumwj472S9r4,DON'T MATTER TO ME,6G8kHiVZ1jW7vHMPVRNZU0
SEUM71100962,AVICII,1vCWHaC5f2uS3yhpwWbIA6,LEVELS,5UqCQaDshqbIk3pkhy4Pjg
GB2DY2200137,DIGGA D,57n1OF36WvtOeATY6WQ6iw,HOLD IT DOWN,3IjlT2JvAXQSl4l3DwnHlg
USAT22104773,KELLY CLARKSON & ARIANA GRANDE,3BmGtnKgCSGYIUhmivXKWX,SANTA CAN'T YOU HEAR ME,2O3MQ6H3gjrIWDcpeTrikT
GB5KW2205553,LADBABY,0gWa2AiDlbvF24aqoLT2c1,FOOD AID,6tNRqkD3aFkUgmCRjw54TO
USUM72019170,JUSTIN BIEBER & BENNY BLANCO,1uNFoZAHBGtllmzznpCI3s,LONELY,3S8jK1mGzQi24ilFb45DAZ
USAT21802011,AVA MAX,4npEfmQ6YuiwW1GpUmaq3F,SWEET BUT PSYCHO,7DnAm9FOTWE3cUvso43HhI
USWV22127495,JESSICA DARROW,4vdAAzZBUKbsrvHi6UR7B7,SURFACE PRESSURE,760jhRscwGbIIe1m1IIQpU
USAT21704622,SETTLE/GREATEST SHOWMAN ENS,7HV2RI2qNug4EcQqLbCAKS,THIS IS ME,45aBsnKRWUzhwbcqOJLwfe
GB2DY2200008,DIGGA D/STILL BRICKIN',57n1OF36WvtOeATY6WQ6iw,PUMP 101,4MKOj49FQ3dlI9gqCOIjIn
UKFBX1800008,CADET & DENO DRIZ,1Gm0kKaDx4GH6pQF88rjSK,ADVICE,1fp2uoWXPca3mIdxRHIgQm
QMRSZ2002383,KSI/CRAIG DAVID/DIGITAL FARM,1nzgtKYFckznkcVMR3Gg4z,REALLY LOVE,50v2TSRV31bwpAPkjWejNL
USUG12103662,TAYLOR SWIFT,06HL4z0CvFAxyc27GXpf02,RED (TAYLOR'S VERSION),4OAuvHryIVv4kMDNSLuPt6
SE5R71900201,AVICII FT ALOE BLACC,1vCWHaC5f2uS3yhpwWbIA6,SOS,2x0RZdkZcD8QRI53XT4GI5
GBAHT2000782,LIAM GALLAGHER,6sN51vEARnAAdBw1IKZ8Q9,ALL YOU'RE DREAMING OF,17Xof0GRZZfS7ZgjUJ27pH
GBARL2201128,CALVIN HARRIS/DUA LIPA/YOUNG,7CajNmpbOovFoOoasH2HaY,POTION,7fYRg3CEbk6rNCuzNzMT06
UKWLG2200055,DAVID GUETTA & BEBE REXHA,1Cs0zKBU1kc0i8ypK3B9ai,I'M GOOD (BLUE),4uUG5RXrOk84mYEfFvj3cK
CAN112300498,PARIS PALOMA,2EXpthNgSeTDeX8nGwxppp,LABOUR,2Ggr9IfS70wYQacW8nZKPG
GB2DY2200739,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,MAN IN THE MIRROR,40CqacI9p2CRWPXKUNppPW
USUM71912330,POST MALONE FT YOUNG THUG,246dkjvS1zLTtiykXe5h60,GOODBYES,0t3ZvGKlmYmVsDzBJAXK8C
USAT21812712,MEEK MILL FT DRAKE,20sxb77xiYeusSH8cVdatc,GOING BAD,2IRZnDFmlqMuOrYOLnZZyc
GB1101901014,BAKAR,3K2Srho6NCF3o9MswGR76H,HELL N BACK,3NRql0A1Ef4RCvT473iqgD
USUM72100008,BILLIE EILISH & ROSALIA,6qqNVTkY8uBg9cP3Jd7DAH,LO VAS A OLVIDAR,0psS4i5YooJrXfDnGvWRLi
GBARL1701655,TOM WALKER,7z2avKuuiMAT4XZJFv8Rvh,LEAVE A LIGHT ON,6lOWoTqVnAWXchddtTH31W
USSM10905172,DARLENE LOVE,391oLRVmoTkumiN79HkTWu,CHRISTMAS (BABY PLEASE COME HOME),46pF1zFimM582ss1PrMy68
USUM71900764,BILLIE EILISH,6qqNVTkY8uBg9cP3Jd7DAH,BAD GUY,2Fxmhks0bxGSBdJ92vM42m
GB2DY2000563,D-BLOCK EUROPE FT AITCH,5VadK1havLhK1OpKYsXv9y,UFO,7G5VNGDnHt414PyL8rosns
USUG12106683,WEEKND,1Xyo4u8uXC1ZmMpatF05PJ,HOW DO I MAKE YOU LOVE ME,2Ghp894n1laIf2w98VeAOJ
USSM11912587,HARRY STYLES,6KImCVD70vtIoJWnq6nGn3,WATERMELON SUGAR,6UelLqGlWMcVH1E5c4H7lY
USUG11904007,WEEKND,1Xyo4u8uXC1ZmMpatF05PJ,HEARTLESS,6bnF93Rx87YqUBLSgjiMU8
GBAHS2300175,ED SHEERAN,6eUKZXaKkcviH0Ku9w2n3V,EYES CLOSED,07bsRv0pcpbG4zJeLsUs1p
ZZOPM2003512,CENTRAL CEE,5H4yInM5zmHqpKIoMNAx4r,LOADING,4vzJrkfHbCGaodPA5RY5BV
GBCEN1900019,SIGALA & BECKY HILL,1IueXOQyABrMOprrzwQJWN,WISH YOU WELL,1yAPglN5AGf7UoLK062ZYq
GBUM71804645,LIZZY/FREDO/YOUNG T & BUGSEY,2oZq6t5DkE2BdGbD6x8RXh,AY CARAMBA,0mfEHC4z5a7533o7VNOH2c
USWB11902199,DAVE,6Ip8FS7vWT1uKkJSweANQK,PROFESSOR X,47lPVbZUh9547oTjx6J4ZV
USSM12109778,MIMI WEBB,3GxKJzJK4LpsYGXQrw77wz,HOUSE ON FIRE,2iHsdUnmKGIuc9oRE3DfgJ
GB2DY2000044,AITCH,2PJEagPIxaBugeMjIyKVXF,MICE,7CT7P8PxTxM4rI0AvsEKjW
USRC12204591,SZA,7tYKF4w9nC0nq9CsPZTHyP,SNOOZE,4iZ4pt7kvcaH6Yo8UoZ4s2
GBUM72108841,JAX JONES FT MNEK,4Q6nIcaBED8qUel8bBx6Cr,WHERE DID YOU GO,3sa06xVNmLLYIxdNNmVQN8
USUG11802132,LIL WAYNE FT KENDRICK LAMAR,55Aa2cqylxrFIXC767Z865,MONA LISA,0w3yFQnjHZRJWXdisNeNp4
GBARL1800368,CALVIN HARRIS & DUA LIPA,7CajNmpbOovFoOoasH2HaY,ONE KISS,7ef4DlsgrMEH11cDZd32M6
GBBBM8500013,SHAKIN' STEVENS,0wi4yTYlGtEnbGo4ltZTib,MERRY CHRISTMAS EVERYONE,1jc5ttAAqSlzN6XnInuUXm
GBAHS2100002,ELLA HENDERSON & TOM GRENNAN,7nDsS0l5ZAzMedVRKPP8F1,LET'S GO HOME TOGETHER,6yD02A9A36mjF8CsNZuMp1
GBUV71900031,SIGRID,4TrraAsitQKl821DQY42cZ,DON'T FEEL LIKE CRYING,1ABvDz0JnQGO8M8NYjRNMp
USUG12002935,KEITH URBAN & PINK,0u2FHSq3ln94y5Q57xazwf,ONE TOO MANY,5NUXE8W12lWcUXgJRCjeEw
USAT21813049,KEHLANI FT TY DOLLA SIGN,0cGUm45nv7Z6M6qdXYQGTX,NIGHTS LIKE THIS,6ZRuF2n1CQxyxxAAWsKJOy
GBUM72002531,SAM SMITH,2wY79sveU1sp5g7SokKOiI,DIAMONDS,5hvwx5i67IwnCkjl9VHkNv
UYB282301031,BIZARRAP & SHAKIRA,716NhGYqD1jl2wI1Qkgq36,BZRP MUSIC SESSIONS - VOL 53,4nrPB8O7Y7wsOCJdgXkthe
USSM12101148,MIMI WEBB,3GxKJzJK4LpsYGXQrw77wz,GOOD WITHOUT,15OCqNPYoLziEAsbVnqRj5
GB1102000319,LITTLE MIX,3e7awlrlDSwF3iM0WBjGMp,BREAK UP SONG,5HArmECc1y0lCHKVKDKXa4
QZFPL2100101,ACRAZE FT CHERISH,1c70yCa8sRgIiQxl3HOEFo,DO IT TO IT,6MBEjJlXQYXr8dfxDvZuoA
USSM12006586,KID LAROI,2tIP7SsRs7vjIcLrU85W8J,WITHOUT YOU,1KMkcUvF7m3SDChDOa7i5L
USRV82101200,LATTO/MARIAH CAREY/DJ KHALED,3MdXrJWsbVzdn6fe5JYkSQ,BIG ENERGY,0EJ3Kofm9hYq3hL4VZ881G
USSM11903948,LIL NAS X,7jVv8c5Fj3E9VhNjxT4snq,PANINI,1000nHvUdawXuUHgBod4Wv
USUMV2101644,OLIVIA RODRIGO,1McMsnEElThX1knmY4oliG,TRAITOR,5CZ40GBx1sQ9agT82CLQCT
GBUM72207184,CLAVISH FT D-BLOCK EUROPE,4ygR3mAG9AsBRVKIlmFYP1,ROCKET SCIENCE,6g9w2kMmb0SpHY4ADT4z6k
US39N2300484,JAYO,1IMENE2OCzsrXuu62aW1mD,22,1QxTmNDHFmgaxgAolqqgAD
GBUM71902013,MOSTACK & FREDO,14H15rElxdGClICOZXEYHP,I'M THE ONE,5IgNWTxx7yRQ7hA1raV46e
USWB11902978,PARTYNEXTDOOR FT DRAKE,2HPaUgqeutzr3jx5a9WyDV,LOYAL,2rFqkDRJlumT7QjljlldlR
NLF711710457,LOUD LUXURY FT BRANDO,6t1gpxYbY8OlLA7D2RiikQ,BODY,21RzyxY3EFaxVy6K4RqaU9
GBUM71900576,DAVE,6Ip8FS7vWT1uKkJSweANQK,BLACK,0J43IKwcofdlTQPjcbHxCM
USUM71813499,HALSEY,26VFTg2z8YR0cCuwLzESi2,WITHOUT ME,6FZDfxM3a3UCqtzo5pxSLZ
USUM72208035,POST MALONE FT DOJA CAT,246dkjvS1zLTtiykXe5h60,I LIKE YOU (A HAPPIER SONG),0prbvDtiY8FrZKEj8LF4Rs
USUM71917221,SUMMER WALKER,57LYzLEk2LcFghVwuWbcuS,PLAYING GAMES,4hWgC5BV5M7EtTleKVXNxw
GBMMW2200431,K**TS,0FmzrEmiPcP9Vb3g0ApsPg,F**K THE TORIES,4dywTWQF5XFgKerjGdVwqz
USSM11912590,HARRY STYLES,6KImCVD70vtIoJWnq6nGn3,FALLING,1ZMiCix7XSAbfAJlEZWMCp
GBCEL2200513,ARCTIC MONKEYS,7Ln80lUS6He07XvHI8qqHH,I AIN'T QUITE WHERE I THINK I AM,1UwUhKmFxGKs59xiWO60Sx
USUM71819190,KATY PERRY,6jJ0s89eD6GaHleKKya26X,COZY LITTLE CHRISTMAS,0CqosXhFQXUyjBBPRRkB9m
QZES71982312,TONES & I,2NjfBq1NflQcKSeiDooVjY,DANCE MONKEY,2XU0oxnq2qxCpomAAuJY8K
USWB11800211,BLOCBOY JB FT DRAKE,4TEJudQY2pXxVHPE3gD2EU,LOOK ALIVE,6HJ34Zyw6bg8yGm28AxLXf
GBHMU1900031,LITTLE MIX,3e7awlrlDSwF3iM0WBjGMp,BOUNCE BACK,2RCZhvj9bhe4f14caGBsYu
USAT22208037,JAX,7DQYAz99eM3Y5PkP9WtUew,VICTORIA'S SECRET,4svaKoxMMP7ImmKrD5hfQu
USSM11905818,CAMILA CABELLO,4nDoRrQiYLoBzwC5BhVJzF,LIAR,073ILU1C3APNRGF66VhtyA
USRC11703646,KHALID & NORMANI,6LuN9FCkKOj5PcnpouEgny,LOVE LIES,45Egmo7icyopuzJN0oMEdk
USUM72120470,POST MALONE & WEEKND,246dkjvS1zLTtiykXe5h60,ONE RIGHT NOW,6uw5plNLbf0ZCKjMm9GAcP
UK8E21907403,FREYA RIDINGS,5pDjmC5mRl7vDJhsjVwNfk,WEEKENDS,5x748P8u1DkAIbquBuYOjm
GBAHS2201000,FRED AGAIN/SWEDISH HOUSE MAFIA,4oLeXFyACqeem2VImYeBFe,TURN ON THE LIGHTS AGAIN,0UZFTyq4ogQ5RvfOHGPVdZ
QMJMT2103635,J COLE/21 SAVAGE/MORRAY,6l3HvQ5sa6mXTsMTB19rO5,M Y . L I F E,31YXuMBGIOeZQfAu1NxMbK
GB1102101248,ATOMIC KITTEN,6qgnBH6iDM91ipVXv28OMu,SOUTHGATE YOU'RE THE ONE (FOOTBALL'S,70kdJnm1X6eEM8DbWa8Mnc
GB2DY2000353,D-BLOCK EUROPE,5VadK1havLhK1OpKYsXv9y,PLAIN JANE,459VQhFoq3hO9543zB1U8H
GBUM72103449,MABEL,1MIVXf74SZHmTIp4V4paH4,LET THEM KNOW,3iEwla99ovgF0Rdla6FZm4
USSM11914250,JOHN LEGEND,4x1nvY2FN8jxqAFA0DA02H,HAPPY CHRISTMAS (WAR IS OVER),27RYrbL6S02LNVhDWVl38b
USUM72001715,LIL MOSEY,5zctI4wO9XSKS8XwcnqEHk,BLUEBERRY FAYGO,67mqtupEG49a5TmGgyO6Xc
USUG12203745,DERMOT KENNEDY,5KNNVgR6LBIABRIomyCwKJ,KISS ME,7j1ZJAbcm4AMBf82jIrAH3
QZK6P2113983,BELTERS ONLY FT JAZZY,1H1sDUWSlytzifZTDpKgUA,MAKE ME FEEL GOOD,4CUX44NA1CPEzd0ibMLQsL
GBAHS2101236,CHARLI XCX FT RINA SAWAYAMA,25uiPmTg16RbhZWAqwLBy5,BEG FOR YOU,11M8c9SHQYpd8DOrmcu25k
QZTB42247362,SIDEMEN,3cz1YSCXv6hjifHO6bYLLH,CHRISTMAS DRILLINGS,7oD6QZsaK3lrMWsmJnvuO0
GBCTA1300103,KELLY CLARKSON,3BmGtnKgCSGYIUhmivXKWX,UNDERNEATH THE TREE,3YZE5qDV7u1ZD1gZc47ZeR
GB1102200038,HAZEY,6IJaUfq4P3Zjifp4YIJ8oG,PACKS AND POTIONS,1DxRMgLoWXgmIFF2Unp5pD
USWB11802264,XXXTENTACION/PUMP/MALUMA/SWAE,15UsOTVnJzReFVN1VCnxy4,ARMS AROUND YOU,2LskIZrCeLxRvCiGP8gxlh
USRC12103605,SZA,7tYKF4w9nC0nq9CsPZTHyP,I HATE U,2aJnyNu4PQxQ2lyj5boiMG
USUM72215261,NICKI MINAJ,0hCNtLu0JehylgoiP8L4Gh,SUPER FREAKY GIRL,5ihZarJQzsvrLE7R9zjwTq
GBUM71800437,SEAN PAUL/GUETTA/BECKY G,3Isy6kedDrgPYoTS1dazA9,MAD LOVE,4dSoDnmR9opAQ8KxUc9SbC
USAT22103652,GAYLE,2VSHKHBTiXWplO8lxcnUC9,ABCDEFU,4fouWK6XVHhzl78KzQ1UjL
GBUM71900578,DAVE FT BURNA BOY,6Ip8FS7vWT1uKkJSweANQK,LOCATION,3z4CGd63tpUn9a6oQSG0CI
USAT21900569,AVA MAX,4npEfmQ6YuiwW1GpUmaq3F,SO AM I,2Xnv3GntqbBH1juvUYSpHG
SE6XG2100101,ABBA,0LcJLqbBmaGUft1e9Mm8HV,I STILL HAVE FAITH IN YOU,69D51nSIzNyr5K1hJQWE9b
GB1301901348,JOEL CORRY,6DgP9otnZw5z6daOntINxp,LONELY,2ZEq4HT450Ye9IFGPTl9qV
GBUM71900985,RUSS & TION WAYNE,3FoFW2AoUGRHBacC6i4x4p,KEISHA & BECKY,2trkPabOoQSlu4wspNZ45n
UKQNW2100011,AJ TRACEY,4Xi6LSfFqv26XgP9NKN26U,LITTLE MORE LOVE,53HqOfi7OfHRXzcWTdGJB3
GB1302000411,TION WAYNE/DUTCHAVELLI/STORMZY,7b79bQFziJFedJb75k6hFt,I DUNNO,3B0WbRucJ6ZIla2G9IVt2E
QM6P41894589,NSG FT TION WAYNE,31Ua7zSTJxegjyd49ujbSA,OPTIONS,2cytBOLpwFRX7J9URCrFIe
USUV71803308,HALSEY,7dGJo4pcD2V6oG8kP0tJRR,WITHOUT ME,7lQ8MOhq6IN2w8EYcFNSUk
DEZC62269331,SOUTHSTAR,1GVuCyb4PlArufUZDUnRQi,MISS YOU,4tRhRLBxIZ34Iw0eCuiC03
